filename,split,kelas,alasan,laplacian_var,width,height
2026-01-19-21-44-13_mp4-0022_jpg.rf.214038705eff89ccff06e056c9b0dee3_1.jpg,train,FAKE_14,terlalu_kecil,4371.750886649409,52,20
2026-01-19-21-44-13_mp4-0022_jpg.rf.214038705eff89ccff06e056c9b0dee3_3.jpg,train,FAKE_5,terlalu_kecil,1308.2345421782286,89,16
2026-01-19-21-44-13_mp4-0028_jpg.rf.4f2ca85b8db0100a4116b702fdc00453_1.jpg,train,FAKE_14,terlalu_kecil,811.1584204978438,64,23
2026-01-19-21-44-13_mp4-0028_jpg.rf.4f2ca85b8db0100a4116b702fdc00453_2.jpg,train,REAL_3,blur,42.82844339029278,197,91
2026-01-19-21-44-13_mp4-0029_jpg.rf.76c9f65273c45b0f5e61a0368ffec45b_0.jpg,train,REAL_3,blur,28.228277758752125,194,90
2026-01-19-21-44-13_mp4-0029_jpg.rf.76c9f65273c45b0f5e61a0368ffec45b_2.jpg,train,FAKE_14,terlalu_kecil,392.0660403454882,58,24
2026-01-19-21-44-13_mp4-0035_jpg.rf.d325be794a92d44fdcae47a0667626cc_2.jpg,train,R1,terlalu_kecil,328.1179767905902,23,12
2026-01-19-21-44-13_mp4-0035_jpg.rf.d325be794a92d44fdcae47a0667626cc_3.jpg,train,R1,terlalu_kecil,303.6295421749968,21,11
2026-01-19-21-44-13_mp4-0037_jpg.rf.dba445bddce1ed2ad3e0c1f0f317a607_0.jpg,train,REAL_15,terlalu_kecil,531.3034271149093,52,23
2026-01-19-21-44-13_mp4-0037_jpg.rf.dba445bddce1ed2ad3e0c1f0f317a607_4.jpg,train,FAKE_9,terlalu_kecil,1983.4860444444444,60,15
2026-01-19-21-44-13_mp4-0037_jpg.rf.dba445bddce1ed2ad3e0c1f0f317a607_5.jpg,train,R1,terlalu_kecil,759.7250320845931,56,18
2026-01-19-21-44-13_mp4-0037_jpg.rf.dba445bddce1ed2ad3e0c1f0f317a607_6.jpg,train,FAKE_14,terlalu_kecil,1085.4973988369857,34,24
2026-01-19-21-44-13_mp4-0055_jpg.rf.1f4615e1b8648170ee81aedc852e6043_5.jpg,train,R1,terlalu_kecil,2267.1475825537186,45,17
2026-01-19-21-44-13_mp4-0055_jpg.rf.1f4615e1b8648170ee81aedc852e6043_6.jpg,train,FAKE_14,terlalu_kecil,1967.716592797784,30,19
2026-01-19-21-44-13_mp4-0055_jpg.rf.1f4615e1b8648170ee81aedc852e6043_7.jpg,train,R1,terlalu_kecil,2376.8499105282394,27,17
2026-01-19-21-44-13_mp4-0055_jpg.rf.1f4615e1b8648170ee81aedc852e6043_8.jpg,train,FAKE_14,terlalu_kecil,1661.9234623890707,21,9
2026-01-19-21-44-13_mp4-0055_jpg.rf.1f4615e1b8648170ee81aedc852e6043_9.jpg,train,FAKE_1,terlalu_kecil,2658.778585944181,21,17
2026-01-19-21-44-13_mp4-0060_jpg.rf.51554b7783947542a34c5af984a84141_0.jpg,train,FAKE_14,terlalu_kecil,3651.712255859375,32,20
2026-01-19-21-44-13_mp4-0060_jpg.rf.51554b7783947542a34c5af984a84141_6.jpg,train,R1,terlalu_kecil,2110.934177777778,50,18
2026-01-19-21-44-13_mp4-0082_jpg.rf.8d0b3217b65a353d54fe827eac088926_4.jpg,train,FAKE_14,terlalu_kecil,4004.195997222221,30,20
2026-01-19-21-44-13_mp4-0082_jpg.rf.8d0b3217b65a353d54fe827eac088926_5.jpg,train,R1,terlalu_kecil,1016.1382504056245,43,16
2026-01-19-21-44-13_mp4-0101_jpg.rf.5b01fbfa122fcf4f93ac024d39b4b2c8_1.jpg,train,FAKE_14,terlalu_kecil,1135.127316623264,48,20
2026-01-19-21-44-13_mp4-0101_jpg.rf.5b01fbfa122fcf4f93ac024d39b4b2c8_3.jpg,train,FAKE_15,terlalu_kecil,368.90773799767254,76,13
2026-01-19-21-44-13_mp4-0108_jpg.rf.7329503fa023a246b3755b38cef1ca8e_0.jpg,train,FAKE_14,terlalu_kecil,5246.97629455428,42,16
2026-01-19-21-44-13_mp4-0108_jpg.rf.7329503fa023a246b3755b38cef1ca8e_2.jpg,train,REAL_15,terlalu_kecil,781.925013565706,59,12
2026-01-19-21-44-13_mp4-0108_jpg.rf.7329503fa023a246b3755b38cef1ca8e_3.jpg,train,FAKE_15,terlalu_kecil,781.925013565706,59,12
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_1.jpg,train,R1,terlalu_kecil,811.2513658048631,19,12
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_2.jpg,train,R1,terlalu_kecil,1696.1241426611798,18,12
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_3.jpg,train,R1,terlalu_kecil,2238.5937017746915,18,8
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_4.jpg,train,R1,terlalu_kecil,826.9832525951558,17,10
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_5.jpg,train,FAKE_14,terlalu_kecil,3283.7794608809995,30,13
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_6.jpg,train,R1,terlalu_kecil,3211.922839506173,18,8
2026-01-19-21-44-13_mp4-0120_jpg.rf.0007d92e27c0346745cb5f1c7a0aa038_7.jpg,train,FAKE_8,terlalu_kecil,2003.330435878055,56,9
2026-01-19-21-44-13_mp4-0133_jpg.rf.b2f3eb5acfbec2c46833a86424768819_0.jpg,train,FAKE_14,terlalu_kecil,923.2752765380608,47,19
2026-01-19-21-44-13_mp4-0133_jpg.rf.b2f3eb5acfbec2c46833a86424768819_1.jpg,train,REAL_15,terlalu_kecil,681.1192519813847,43,18
2026-01-19-21-44-13_mp4-0133_jpg.rf.b2f3eb5acfbec2c46833a86424768819_2.jpg,train,REAL_13,terlalu_kecil,644.4356162956676,70,23
2026-01-19-21-44-13_mp4-0135_jpg.rf.b39965eb979dac1260324e925efdbdc9_1.jpg,train,REAL_15,terlalu_kecil,999.6403161177324,45,17
2026-01-19-21-44-13_mp4-0135_jpg.rf.b39965eb979dac1260324e925efdbdc9_4.jpg,train,FAKE_15,terlalu_kecil,423.09020711196644,78,17
2026-01-19-21-44-13_mp4-0140_jpg.rf.d69d234ae96bcfc55056e51be2162bd8_0.jpg,train,REAL_13,terlalu_kecil,778.5479780048762,67,24
2026-01-19-21-44-13_mp4-0140_jpg.rf.d69d234ae96bcfc55056e51be2162bd8_3.jpg,train,FAKE_9,terlalu_kecil,1924.9610785361701,39,21
2026-01-19-21-44-13_mp4-0155_jpg.rf.76475a10dfa6415523da334500bd3f2e_4.jpg,train,FAKE_12,terlalu_kecil,939.3227070286212,46,21
2026-01-19-21-44-13_mp4-0160_jpg.rf.e6c1735ed3f54b6abfa77c614a424a28_0.jpg,train,FAKE_12,terlalu_kecil,657.0412673987549,58,17
2026-01-19-21-44-13_mp4-0177_jpg.rf.9120c3bd989d3d4a7bfe70352bb3df2d_0.jpg,train,R1,blur,30.59316324230916,185,157
2026-01-19-21-44-13_mp4-0179_jpg.rf.2ba62fd3b73255e36c47d587f9f7fe43_2.jpg,train,FAKE_12,terlalu_kecil,673.2185163623994,46,17
2026-01-19-21-44-13_mp4-0181_jpg.rf.5c4b52e240aea08ef2e98832b19aee9d_1.jpg,train,FAKE_12,terlalu_kecil,1574.777119023012,53,17
2026-01-19-21-44-13_mp4-0181_jpg.rf.5c4b52e240aea08ef2e98832b19aee9d_2.jpg,train,R1,blur,49.92613669198058,171,140
2026-01-19-21-44-13_mp4-0186_jpg.rf.7890b02b9ed3896e037ad37ac6740c00_2.jpg,train,REAL_2,terlalu_kecil,1439.9239156619294,85,17
